,rxcui,name,tty,classId,className,classType
31,10169,sulfacetamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
32,10171,sulfadiazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
33,10172,sulfadimethoxine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
34,10174,sulfaguanidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
35,10175,sulfalene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
36,10176,sulfamerazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
37,10178,sulfamethazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
38,10179,sulfamethizole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
39,10180,sulfamethoxazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
40,10181,sulfamethoxypyridazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
41,10183,sulfamoxole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
42,10184,sulfanilamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
43,10188,sulfapyridine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
44,10193,sulfathiazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
45,10205,sulfinpyrazone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
46,10206,sulfisomidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
47,10207,sulfisoxazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
48,10212,sulfobromophthalein,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
49,10223,sulfur,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
50,10237,sulindac,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
51,10239,sulpiride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
52,10240,sulthiame,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
53,10255,suprofen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
54,102846,glibornuride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
55,102848,glymidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
56,1029,apazone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
57,1029441,aluminum hydroxide / magnesium carbonate,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
58,103,mercaptopurine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
59,10318,tacrine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
60,10322,talampicillin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
61,10324,tamoxifen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
62,1033889,amlodipine / perindopril,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
63,103468,hydrocortisone butyrate,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
64,10355,temazepam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
65,10362,teniposide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
66,10368,terbutaline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
67,1037042,dabigatran etexilate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
68,10379,testosterone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
69,10390,tetrabenazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
70,10391,tetracaine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
71,10395,tetracycline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
72,1040004,ceftaroline fosamil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
73,1040028,lurasidone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
74,10402,dronabinol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
75,1043,apomorphine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
76,10432,thalidomide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
77,1043562,metformin / saxagliptin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
78,10437,theobromine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
79,10438,theophylline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
80,1044584,tesamorelin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
81,104486,nicofuranose,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
82,10450,thiabendazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
83,10454,thiamine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
84,1045453,eribulin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
85,10463,thiamphenicol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
86,1047072,moxidectin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
87,10471,thiethylperazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
88,10472,thimerosal,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
89,10473,thiotepa,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
90,10485,thioguanine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
91,10493,thiopental,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
92,10498,thioproperazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
93,10502,thioridazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
94,1050797,aliskiren / amlodipine / hydrochlorothiazide,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
95,10510,thiothixene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
96,10517,thiram,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
97,10528,thrombin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
98,1054,aprindine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
99,1056,aprotinin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
100,10561,moxisylyte,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
101,105655,ferrous glycine sulfate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
102,105673,sodium ironedetate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
103,10579,thyrotropin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
104,10580,thyrotropin-releasing hormone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
105,10588,tiapride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
106,10591,ticarcillin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
107,10594,ticlopidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
108,10597,tilidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
109,10600,timolol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
110,10612,tinidazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
111,10627,tobramycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
112,10633,tolazamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
113,10634,tolazoline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
114,10635,tolbutamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
115,10636,tolmetin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
116,10637,tolnaftate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
117,10639,tolperisone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
118,106637,misoprostol / naproxen,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
119,106876,isoniazid / rifampin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
120,10689,tramadol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
121,10691,tranexamic acid,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
122,107044,rabbit anti-human T-lymphocyte globulin,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
123,10734,tranylcypromine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
124,10735,trapidil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
125,10737,trazodone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
126,10753,tretinoin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
127,10759,triamcinolone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
128,10763,triamterene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
129,10767,triazolam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
130,10772,trichlormethiazide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
131,107770,mepenzolate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
132,107771,demecarium,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
133,10795,triclosan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
134,10798,trientine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
135,10800,trifluoperazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
136,10803,trifluridine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
137,10804,trifluperidol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
138,10805,triflupromazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
139,108074,clobetasone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
140,108088,alclometasone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
141,108091,fluclorolone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
142,10811,trihexyphenidyl,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
143,108118,mometasone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
144,10819,trimebutine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
145,10824,metipranolol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
146,108249,diloxanide / metronidazole,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
147,10825,trimeprazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
148,10826,trimetazidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
149,10827,trimethadione,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
150,10828,trimethaphan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
151,10829,trimethoprim,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
152,10831,sulfamethoxazole / trimethoprim,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
153,10834,trimipramine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
154,10844,trioxsalen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
155,10847,tripelennamine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
156,10849,triprolidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
157,1085787,butylscopolamine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
158,10864,troleandomycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
159,10865,tromethamine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
160,1086769,vilazodone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
161,10869,tropicamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
162,10890,trypsin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
163,10898,tryptophan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
164,10908,tuberculin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
165,1091642,azilsartan medoxomil,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
166,10917,tubocurarine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
167,1091836,roflumilast,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
168,1092437,belimumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
169,1094833,ipilimumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
170,10968,tyrothricin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
171,1098,argipressin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
172,1098413,vandetanib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
173,10989,undecylenic acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
174,10996,uracil mustard,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
175,110,oxyquinoline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
176,1100072,abiraterone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
177,11002,urea,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
178,1100699,linagliptin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
179,1102129,boceprevir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
180,1102261,telaprevir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
181,1102270,rilpivirine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
182,11055,urokinase,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
183,11065,ursodiol,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
184,1111103,fidaxomicin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
185,11118,valproic acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
186,11124,vancomycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
187,1112973,belatacept,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
188,1112990,ezogabine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
189,1114195,rivaroxaban,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
190,1114326,indacaterol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
191,1116632,ticagrelor,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
192,11170,verapamil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
193,11194,vidarabine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
194,11196,viloxazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
195,11198,vinblastine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
196,11201,vincamine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
197,11202,vincristine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
198,11204,vindesine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
199,11232,virginiamycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
200,11246,vitamin A,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
201,11248,vitamin B12,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
202,11256,vitamin E,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
203,11274,von Willebrand factor,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
204,11289,warfarin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
205,11358,xanthinol niacinate,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
206,11363,xenon,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
207,11371,xipamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
208,11413,zidovudine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
209,114176,zuclopenthixol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
210,114289,indinavir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
211,114464,arginine glutamate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
212,114477,levetiracetam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
213,1145801,emtricitabine / rilpivirine / tenofovir disoproxil,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
214,1147220,vemurafenib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
215,1147320,brentuximab vedotin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
216,11476,tiludronic acid,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
217,1148138,icatibant,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
218,114817,roxatidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
219,1148495,crizotinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
220,114918,technetium Tc 99m bicisate,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
221,114934,desirudin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
222,114970,zafirlukast,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
223,114979,rabeprazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
224,1151,ascorbic acid,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
225,11516,doxercalciferol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
226,115238,becaplermin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
227,115243,temoporfin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
228,115265,ibandronic acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
229,115552,trovafloxacin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
230,1156,asparaginase,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
231,115698,ziprasidone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
232,116240,magnesium pidolate,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
233,11636,drospirenone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
234,11645,deferiprone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
235,117055,alemtuzumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
236,118463,olmesartan medoxomil,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
237,118886,verteporfin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
238,1189803,simvastatin / sitagliptin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
239,1191,aspirin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
240,1193326,ruxolitinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
241,119565,tolterodine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
242,119771,doripenem,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
243,1202,atenolol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
244,120608,peginterferon alfa-2a,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
245,12062,alfacalcidol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
246,121069,dimethoxanate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
247,121191,rituximab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
248,121243,voriconazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
249,1218,atracurium,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
250,1223,atropine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
251,1227,auranofin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
252,1232150,aflibercept,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
253,1232405,pyrethrum extract,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
254,1242127,glucarpidase,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
255,1242806,ingenol mebutate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
256,1242987,vismodegib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
257,1242999,axitinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
258,1243019,linagliptin / metformin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
259,1243041,ivacaftor,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
260,1244607,tafluprost,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
261,12449,gemeprost,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
262,12473,prednylidene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
263,1248798,peginesatide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
264,1251,azacitidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
265,1256,azathioprine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
266,12574,gemcitabine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
267,1266,azlocillin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
268,1272,aztreonam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
269,1291,bacitracin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
270,1291301,avanafil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
271,1291609,taliglucerase alfa,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
272,1292,baclofen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
273,1292422,varicella-zoster virus vaccine live (Oka-Merck) strain,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
274,1294580,gemtuzumab ozogamicin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
275,1298944,pertuzumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
276,1300701,lorcaserin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
277,1300786,mirabegron,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
278,1302966,carfilzomib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
279,1303097,aclidinium bromide,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
280,1305558,ammonia N-13,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
281,1306284,cobicistat,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
282,1306286,elvitegravir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
283,1306291,cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
284,1307298,enzalutamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
285,1307404,linaclotide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
286,1307619,bosutinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
287,1309342,"insulin, pork",IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
288,1310168,Quassia amara wood extract,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
289,1310520,teriflunomide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
